REACTANTS;TYPE; ALPHA;BETA;GAMMA ; NBR;STRINGBR; REF_ALPHA;REF_BETA;REF_GAMMA;REF_BR ; COMMENTS;TIMESTAMP
"C7H7+ + CH3C2H";"kooij";"Logn(1.4e-10,1.2)";"Delta(0)";"Delta(0)";1;"CxHy+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C7H7+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C7H9+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C7HN2+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C8H11+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C8H2+ + C4H2";"kooij";"Logn(5.8e-10,1.2)";"Delta(0)";"Delta(0)";1;"CxHy+ + HV";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C8H2+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C8H2N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C8H3+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C8H4+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C8H5+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C8H6+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C8H7+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C9H11+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C9H4+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C9H5+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C9H7+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C9H8+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C9H9+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"cC3H3+ + E";"dr";"Logn(8.4e-7,1.3)";"Nort(1.4,0.7,0.5,1.5)";"Delta(0)";11;"Dirg(0.907*Diri(1<cC3H2 + H>,1*Diri(1*Dior(1<cC3H + H + H>,2<cC3H + H2>),1*Dior(1<lC3H + H + H>,2<lC3H + H2>);1),1<C3 + H2 + H>;1),0.093*Diri(1*Diri(1<C2H2 + CH>,1<C2H2 + C + H>;1),1*Diri(1<C2H + 1CH2>,1<C2H + 3CH2>;1),1<1C2 + CH3>;1);0.011,0.005)";"Fournier2013";"Fournier2013";"NA";"Plessis2010;Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"CCN+ + C2H2";"kooij";"Logn(1.6e-09,1.4)";"Delta(0)";"Delta(0)";2;"Dirg(0.92<C3H+ + HCN>,0.08<HCNH+ + C3>;0.09,0.08)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CCN+ + C2H4";"kooij";"Logn(1.3e-09,1.2)";"Delta(0)";"Delta(0)";4;"Dirg(0.10<C2H4+ + C2N>,0.50<CHCNH+ + C2H2>,0.30<cC3H3+ + HCN>,0.10<C4H2N+ + H2>;0.10,0.05,0.10,0.10)";"McEwan2007";"NA";"NA";"McEwan2007";"Check product CHCNH+ ???";2022-08-19 09:23:57
"CCN+ + C2H6";"kooij";"Logn(1.2e-09,1.2)";"Delta(0)";"Delta(0)";5;"Dirg(0.10<C2H3+ + CH3CN>,0.25<C2H5+ + CHCN>,0.30<cC3H3+ + H2 + HCN>,0.10<C3H5+ + HCN>,0.25<CHCNH+ + C2H4>;0.10,0.08,0.10,0.10,0.08)";"McEwan2007";"NA";"NA";"McEwan2007";"Check product CHCNH+ ???";2022-08-19 09:23:57
"CCN+ + C4H2";"kooij";"Logn(0.1300E-08,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.70<C5H+ + HCN>,0.30<C4H2+ + C2N>;0.07,0.10)";"McEwan2007";"NA";"NA";"McEwan2007;KIDA";"Removed the unreactive path in the reference";2022-08-19 09:23:57
"CCN+ + CH2CHCN";"kooij";"Logn(3.6e-09,1.3)";"Delta(0)";"Delta(0)";1;"cC3H3+ + C2N2";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CCN+ + CH3CN";"kooij";"Logn(4.1e-09,1.2)";"Delta(0)";"Delta(0)";1;"C2H3+ + C2N2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CCN+ + CH4";"kooij";"Logn(7e-10,1.4)";"Delta(0)";"Delta(0)";3;"Dirg(0.60<C2H3+ + HCN>,0.10<HCNH+ + C2H2>,0.30<HC3NH+ + H2>;0.06,0.10,0.10)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CCN+ + E";"dr";"Logn(4e-07,3.00)";"Norm(6e-01,0.05)";"Delta(0)";2;"Diut(0.95<CN + C>,0.00<1C2 + N4S>;1.00,0.05)";"KIDA";"KIDA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"CCN+ + H2";"kooij";"Logn(9e-10,1.4)";"Delta(0)";"Delta(0)";2;"Dirg(0.90<HCNH+ + C>,0.10<CHCNH+ + HV>;0.09,0.10)";"McEwan2007";"NA";"NA";"McEwan2007";"Check product CHCNH+ ???";2022-08-19 09:23:57
"CCN+ + H2O";"kooij";"Logn(1.63e-09,1.4)";"Delta(0)";"Delta(0)";2;"Dirg(0.08<HCNH+ + CO>,0.92<HCO+ + HCN>;0.08,0.09)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CCN+ + NH3";"kooij";"Logn(1.9e-09,1.4)";"Delta(0)";"Delta(0)";1;"HCNH+ + HCN";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH+ + C2H2";"kooij";"Logn(2.4e-09,1.2)";"Delta(0)";"Delta(0)";1;"C3H2+ + H";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH+ + C2H6";"kooij";"Logn(2.6e-09,1.2)";"Delta(0)";"Delta(0)";1;"CxHy+ + Products";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH+ + CH3NH2";"kooij";"Logn(2.2e-09,1.2)";"Delta(0)";"Delta(0)";3;"Dirg(0.50<CH2NH2+ + 3CH2>,0.1<CH3NH2+ + CH>,0.4<CH3NH3+ + C>;0.05,0.1,0.13)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH+ + CH4";"kooij";"Logn(1.3e-09,1.2)";"Delta(0)";"Delta(0)";3;"Dirg(0.1100E+00<C2H2+ + H2 + H>,0.8400E+00<C2H3+ + H2>,0.5000E-01<C2H4+ + H>;0.3300E-01,0.2520E+00,0.5000E-01)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH+ + CO";"kooij";"Logn(7e-12,1.2)";"Delta(0)";"Delta(0)";1;"HCO+ + C";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH+ + E";"dr";"Logu(0.97e-7,3.1e-7)";"Unif(0.37,0.89)";"Delta(0)";1;"C + H";"Florescu2006;Sheehan2004;Woodall2007";"Florescu2006;Sheehan2004;Woodall2007";"NA";"NA";"NA";2022-08-19 09:23:57
"CH+ + H";"kooij";"Logn(7.5e-10,1.3)";"Delta(0)";"Delta(0)";1;"C+ + H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH+ + H2";"kooij";"Logn(1.2e-09,1.15)";"Delta(0)";"Delta(0)";1;"CH2+ + H";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH+ + H2O";"kooij";"Logn(0.2900E-08,1.2)";"Delta(0)";"Delta(0)";3;"Diut(0.5<H3O+ + C>,0.0*Diri(1<HCO+ + H2>,1<H2CO+ + H>;1);1.0,0.5)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH+ + HCN";"kooij";"Logn(2.8e-09,1.15)";"Delta(0)";"Delta(0)";3;"Dirg(0.7500E+00<HCNH+ + C>,0.1500E+00<CNC+ + H2>,0.1000E+00<CHNC+ + H>;0.2250E+00,0.4500E-01,0.1000E+00)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH+ + N4S";"kooij";"Logn(1.9e-10,1.5)";"Delta(0)";"Delta(0)";2;"Dirg(0.9900E+00<CN+ + H>,0.1000E-01<H+ + CN>;0.2970E+00,0.1000E-01)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH+ + NH3";"kooij";"Logn(2.7e-09,1.2)";"Delta(0)";"Delta(0)";3;"Dirg(0.6800E+00<HCNH+ + H2>,0.1700E+00<NH3+ + CH>,0.1500E+00<NH4+ + C>;0.2040E+00,0.5100E-01,0.4500E-01)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH2+ + C2H2";"kooij";"Logn(2.5e-09,1.2)";"Delta(0)";"Delta(0)";1;"cC3H3+ + H";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2+ + C2H5CN";"kooij";"Logn(3.12e-09,1.3)";"Delta(0)";"Delta(0)";1;"CxHyNz+ + Products";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH2+ + C2H6";"kooij";"Logn(2.6e-09,1.25)";"Delta(0)";"Delta(0)";1;"CxHy+ + Products";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2+ + CH3NH2";"kooij";"Logn(2.1e-09,1.2)";"Delta(0)";"Delta(0)";3;"Dirg(0.55<CH2NH2+ + CH3>,0.35<CH3NH2+ + 3CH2>,0.10<CH3NH3+ + CH>;0.06,0.12,0.10)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH2+ + CH4";"kooij";"Logn(1.3e-09,1.15)";"Delta(0)";"Delta(0)";2;"Dirg(0.7000E+00<C2H4+ + H2>,0.3000E+00<C2H5+ + H>;0.2100E+00,0.9000E-01)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2+ + E";"dr";"Logu(2.5e-7,8.7e-07)";"Unif(0.5,6.0e-01)";"Delta(0)";3;"Dirg(0.25<CH + H>,0.12<C + H2>,0.63<C + H + H>;0.04,0.02,0.06)";"Sheehan2004;Larson1998";"Sheehan2004;Larson1998";"NA";"Larson1998";"NA";2022-08-19 09:23:57
"CH2+ + H2";"kooij";"Logn(1.16e-09,1.54)";"Delta(0)";"Delta(0)";1;"CH3+ + H";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2+ + H2O";"kooij";"Logn(2.05e-09,1.6)";"Delta(0)";"Delta(0)";1;"CH2OH+ + H";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2+ + HC3N";"kooij";"Logn(4.1e-09,1.3)";"Delta(0)";"Delta(0)";1;"HC3NH+ + CH";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2+ + HCN";"kooij";"Logn(1.8e-09,1.2)";"Delta(0)";"Delta(0)";1;"CH2CN+ + H";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2+ + HCO";"ionpol1";"Logn(1.21e-09,2)";"Delta(3.58e+00)";"Delta(0)";2;"Dirg(0.5<CH3+ + CO>,0.5<CH2CO+ + H>;0.1,0.1)";"KIDA";"KIDA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"CH2+ + N4S";"kooij";"Logn(2.2e-10,1.5)";"Delta(0)";"Delta(0)";2;"Diri(1<CN+ + H2>,1<HCN+ + H>;1)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2+ + NH3";"kooij";"Logn(2.66e-09,1.1)";"Delta(0)";"Delta(0)";2;"Dirg(0.3300E+00<NH4+ + CH>,0.6700E+00<CH2NH2+ + H>;0.9900E-01,0.2010E+00)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH2CHCN+ + C2H2";"kooij";"Logn(9.3e-10,1.3)";"Delta(0)";"Delta(0)";5;"Dirg(0.08<cC3H3+ + CH2CN>,0.55*Diri(1<C4H4+ + HCN>,1<HC3NH+ + C2H3>;1),0.21<HC5NH+ + H2 + H>,0.16<C5H3NH+ + H>;0.08,0.06,0.07,0.05)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2CHCN+ + CH2CHCN";"kooij";"Logn(2.5e-09,1.2)";"Delta(0)";"Delta(0)";1;"CH2CHCNH+ + HC3NH";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH2CHCN+ + CH4";"kooij";"Logn(2.6e-11,1.3)";"Delta(0)";"Delta(0)";3;"Dirg(0.70<CH3CN+ + C2H4>,0.25<CH2CHCNH+ + CH3>,0.05<C4H6N+ + H>;0.07,0.08,0.05)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2CHCN+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"CH2CHCN+ + H2";"kooij";"Logn(1.2e-12,1.3)";"Delta(0)";"Delta(0)";1;"CH2CHCNH+ + H";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2CHCN+ + H2O";"kooij";"Logn(2.1e-10,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.68<CH3CHO+ + HCN>,0.32<C3H4NO+ + H>;0.07,0.11)";"McEwan2007";"NA";"NA";"McEwan2007";"Neglects 1% of adduct";2022-08-19 09:23:57
"CH2CHCN+ + HCN";"kooij";"Logn(1.9e-10,1.3)";"Delta(0)";"Delta(0)";3;"Dirg(0.09<C4HN2+ + H2 + H>,0.38<C4H2N2+ + H2>,0.20<CxHyNz+ + CxHyNz>;0.09,0.13,0.07)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2CHCN+ + NH3";"kooij";"Logn(1.9e-09,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.66<NH3+ + CH2CHCN>,0.34<NH4+ + HC3NH>;0.07,0.12)";"Anicich2003";"NA";"NA";"Anicich2003";"Corrected products bug (CH2CN) in ref.";2022-08-19 09:23:57
"CH2CHCNH+ + E";"dr";"Logn(1.78e-6,1.2)";"Norm(0.80,0.02)";"Delta(0)";28;"Dirg(0.50*Diri(1<CH2CHCN + H>,1*Dior(2<HC3NH + H2>,1<HC3NH + H + H>),1<HC3N + H + H2>,1*Dior(2<C3N + H2 + H2>,1<C3N + H + H + H2>);1),0.49*Diri(1<CH2NH + C2H>,1<H2CN + C2H2>,1*Diri(1<HCN + C2H3>,1<HNC + C2H3>;1),1*Diri(1<HCN + C2H2 + H>,1<HNC + C2H2 + H>;1),1*Diri(1<HCN + C2H + H2>,1<HNC + C2H + H2>;1),1<CN + C2H4>,1<CN + C2H2 + H2>;1),0.01*Diri(1<CH3CN + CH>,1*Diri(1<CH2CN + 1CH2>,1<CH2CN + 3CH2>;1),1<CHCN + CH3>,1<C2N + CH4>,1<C2N + CH3 + H>,1*Diri(1<NH3 + cC3H>,1<NH3 + lC3H>;1),1<NH2 + cC3H2>,1<NH + C3H3>,1<N4S + CH3C2H>,1<N4S + CH2CCH2>;1);0.04,0.04,0.01)";"Vigren2009";"Vigren2009";"NA";"Vigren2009;Plessis2010;Vigren2010b";"NA";2022-08-19 09:23:57
"CH2CHCNH+ + H2O";"kooij";"Logn(1.8e-11,1.3)";"Delta(0)";"Delta(0)";1;"C3H5NO+ + H";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH2CHCNH+ + NH3";"kooij";"Logn(1.7e-09,1.3)";"Delta(0)";"Delta(0)";1;"NH4+ + CH2CHCN";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH2CN+ + C2H5CN";"kooij";"Logn(1e-09,1.6)";"Delta(0)";"Delta(0)";1;"Products";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH2CN+ + CH3CN";"kooij";"Logn(2.1e-09,1.6)";"Delta(0)";"Delta(0)";1;"Products";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH2CN+ + E";"dr";"Logn(5e-7,3)";"Norm(0.5,0.05)";"Delta(0)";5;"Diri(1*Diri(1<CH + HCN>,1<CH + HNC>;1),1*Diri(1<CN + 3CH2>,1<CN + 1CH2>;1),1<C2N + H2>;1)";"KIDA";"KIDA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"CH2CNH+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: automatically generated";2022-08-19 09:23:57
"CH2CO+ + E";"dr";"Logn(2e-07,3)";"Delta(5e-01)";"Delta(0)";1;"CO + 1CH2";"KIDA";"KIDA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"CH2NH+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"CH2NH2+ + CH3NH2";"kooij";"Logn(1.8e-09,1.2)";"Delta(0)";"Delta(0)";1;"CH3NH3+ + CH2NH";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH2NH2+ + E";"dr";"Logu(0.5e-6,3e-6)";"Unif(0.5,1.5)";"Delta(0)";6;"Diri(1<CH2NH + H>,1*Diri(1<1CH2 + NH2>,1<3CH2 + NH2>;1),1*Diri(1<HCN + H2 + H>,1<HNC + H2 + H>;1),1<CN + H2 + H2>;1)";"Plessis2010";"Plessis2010";"NA";"Plessis2010";"NA";2022-08-19 09:23:57
"CH2NH2+ + NH3";"kooij";"Logn(1.1e-10,1.2)";"Delta(0)";"Delta(0)";1;"NH4+ + CH2NH";"Operti2004;Vuitton2007";"NA";"NA";"Operti2004;Vuitton2007";"NA";2022-08-19 09:23:57
"CH2OH+ + C4H2";"kooij";"Logn(9.3e-10,1.2)";"Delta(0)";"Delta(0)";1;"C4H3+ + H2CO";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2OH+ + E";"dr";"Logn(7.0e-7,1.2)";"Nort(0.70,0.07,0.5,1.5)";"Delta(0)";5;"Dirg(0.92*Dior(1<HCO + H + H>,2<HCO + H2>),0.02<CH + H2O>,0.06*Diri(1<1CH2 + OH>,1<3CH2 + OH>;1);0.02,0.01,0.01)";"Hamberg2007";"Hamberg2007";"NA";"Hamberg2007";"NA";2022-08-19 09:23:57
"CH2OH+ + H2O";"kooij";"Logn(2.3e-10,1.1)";"Delta(0)";"Delta(0)";1;"H3O+ + H2CO";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH2OH+ + HCN";"kooij";"Logn(1.3e-09,1.3)";"Delta(0)";"Delta(0)";1;"HCNH+ + H2CO";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + C2H2";"kooij";"Logn(1.15e-09,1.1)";"Delta(0)";"Delta(0)";2;"Diri(1<cC3H3+ + H2>,1<lC3H3+ + H2>;1)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + C2H4";"kooij";"Logn(1.06e-09,1.1)";"Delta(0)";"Delta(0)";3;"Dirg(0.4600E+00<C2H3+ + CH4>,0.3000E-01<cC3H3+ + H2 + H2>,0.5100E+00<C3H5+ + H2>;0.1380E+00,0.3000E-01,0.1530E+00)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + C2H5CN";"kooij";"Logn(2.5e-09,1.4)";"Delta(0)";"Delta(0)";1;"CxHyNz+ + Products";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH3+ + C2H6";"kooij";"Logn(1.74e-09,1.1)";"Delta(0)";"Delta(0)";3;"Dirg(0.8500E+00<C2H5+ + CH4>,0.9000E-01<C3H5+ + H2 + H2>,0.6000E-01<C3H7+ + H2>;0.2550E+00,0.9000E-01,0.6000E-01)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + C2N2";"kooij";"Logn(9e-11,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.8000E+00<CH2CN+ + HCN>,0.2000E+00<C3H2N2H+ + HV>;0.2400E+00,0.6000E-01)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + C4H2";"kooij";"Logn(1.3e-09,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.9000E+00<cC3H3+ + C2H2>,0.1000E+00<C5H3+ + H2>;0.2700E+00,0.1000E+00)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + CH2CHCN";"kooij";"Logn(5.4e-09,1.3)";"Delta(0)";"Delta(0)";1;"CxHyNz+ + Products";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH3+ + CH3C2H";"kooij";"Logn(1.9e-09,1.3)";"Delta(0)";"Delta(0)";4;"Dirg(0.15<C2H3+ + C2H4>,0.60<C2H5+ + C2H2>,0.15<cC3H3+ + CH4>,0.10<C4H5+ + H2>;0.05,0.06,0.05,0.10)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + CH3CN";"kooij";"Logn(1.8e-09,1.2)";"Delta(0)";"Delta(0)";3;"Dirg(0.3700E+00<C2H5+ + HCN>,0.5800E+00<HCNH+ + C2H4>,0.5000E-01<C2H5CNH+ + HV>;0.1110E+00,0.1740E+00,0.5000E-01)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + CH3NH2";"kooij";"Logn(3.2e-09,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.45<CH2NH2+ + CH4>,0.55<CH3NH2+ + CH3>;0.15,0.06)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH3+ + CH3OH";"kooij";"Logn(2.3E-9,1.3)";"Delta(0)";"Delta(0)";4;"Dirg(0.91<CH2OH+ + CH4>,0.01<CH3OH+ + CH3>,0.08*Diri(1<CH3OH2+ + 1CH2>,1<CH3OH2+ + 3CH2>;1);0.05,0.01,0.05)";"Anicich1993";"NA";"NA";"NA";"NA";2022-08-19 09:23:57
"CH3+ + CH4";"kooij";"Logn(1.1e-09,1.2)";"Delta(0)";"Delta(0)";1;"C2H5+ + H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + E";"dr";"Logu(3.56e-7,12e-7)";"Nort(0.51,0.02,0.5,1.5)";"Delta(0)";5;"Dirg(0.4*Diri(1<1CH2 + H>,1<3CH2 + H>;1),0.14<CH + H2>,0.16<CH + H + H>,0.3<C + H2 + H>;0.1,0.1,0.15,0.08)";"Florescu2006;Sheehan2004;physto";"Florescu2006;Sheehan2004;physto";"NA";"Vejby-Christensen1997";"NA";2022-08-19 09:23:57
"CH3+ + H2";"kooij";"Logn(4e-13,1.6)";"Delta(0)";"Delta(0)";1;"CH5+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + H2O";"kooij";"Logn(2e-12,10)";"Delta(0)";"Delta(0)";1;"CH3OH2+";"KIDA";"NA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"CH3+ + HC3N";"kooij";"Logn(4.3e-09,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.49<cC3H3+ + HCN>,0.51<C4H4N+ + HV>;0.05,0.05)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + HCN";"kooij";"Logn(2e-10,1.1)";"Delta(0)";"Delta(0)";1;"CH3CNH+";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + N4S";"kooij";"Logn(6.7e-11,1.2)";"Delta(0)";"Delta(0)";2;"Diri(1<HCN+ + H2>,1<HCNH+ + H>;1)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"CH3+ + NH3";"kooij";"Logn(0.1750E-08,1.1)";"Delta(0)";"Delta(0)";3;"Dirg(0.15*Diri(1<NH4+ + 1CH2>,1<NH4+ + 3CH2>;1),0.85<CH2NH2+ + H2>;0.05,0.27)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"CH3CHO+ + E";"dr";"Logn(1.5e-06,1.13)";"Norm(7.0e-01,0.02)";"Delta(0)";1;"Products";"Vigren2010c";"Vigren2010c";"NA";"Vigren2010c";"Partial data in Vigren2010c, but need to get thermochemistry for products list";2022-08-19 09:23:57
